Geneid	Length	670-105-B	670-105-F	670-1190-B	670-1190-F	670-34-B	670-34-F	716-23-B	716-23-F	716-4-B	716-4-F	716-6-B	716-6-F
sapp23116	765	33	0	14	1	26	4	55	5	43	4	31	15
sapp23118	2750	804	295	967	611	970	540	867	525	877	533	1211	474
sapp23111	2256	0	0	0	2	0	0	1	0	0	0	1	0
sapp23112	1464	20	1	62	1	57	3	28	20	36	3	17	2
sapp23109	423	1	0	0	1	0	0	0	1	1	1	1	0
sapp23125	986	46	17	93	37	78	39	51	22	50	21	60	20
sapp23125	555	2	0	8	2	4	3	1	2	1	1	0	0
sapp23125	462	8	1	8	5	5	2	3	6	6	1	6	3
sapp23122	1824	159	99	336	200	266	133	213	139	196	130	205	129
sapp23126	2955	261	39	250	45	242	135	161	24	113	40	171	39
sapp23123	507	6	6	8	5	9	3	8	8	10	5	7	4
sapp23131	420	0	0	0	0	0	0	0	0	0	0	0	0
sapp23129	1359	3	0	15	0	16	6	17	2	14	0	11	0
sapp23130	3491	115	72	228	151	175	176	146	112	134	125	118	76
sapp23133	1122	81	202	285	340	151	286	165	229	186	158	146	240
sapp23140	1351	36	36	35	90	43	120	31	51	23	29	21	36
sapp23139	1173	194	127	321	248	271	211	214	140	209	122	201	125
sapp23135	1143	108	106	226	173	176	146	132	102	168	69	152	84
sapp23143	1429	729	537	942	944	766	763	696	555	655	720	882	806
sapp23142	2531	176	88	464	444	356	175	154	57	105	119	112	210
sapp23136	759	10	12	23	25	14	10	6	11	9	2	28	7
sapp23134	297	3	1	75	1	72	2	1	1	4	0	7	1
sapp23137	735	18	1	3	2	5	2	7	1	12	2	10	4
sapp23144	1335	137	73	199	148	161	99	183	178	198	138	244	121
sapp23152	969	1	0	0	0	0	0	1	0	1	1	0	0
sapp23154	4761	1134	68	3027	98	2528	101	985	115	1958	120	1320	108
sapp23150	472	0	1	0	1	0	0	0	1	0	2	1	1
sapp23170	2653	198	1073	120	1957	318	1587	326	1985	758	2408	330	2105
sapp23170	243	0	0	0	0	0	0	0	0	0	0	0	0
sapp23170	914	7	26	2	48	6	45	3	16	12	36	4	62
sapp23165	643	4	0	30	14	17	11	30	24	26	13	21	19
sapp23171	2748	1191	801	994	546	881	514	1158	633	1115	702	1422	742
sapp23155	2220	90	23	207	37	152	60	102	29	136	23	129	37
sapp23157	2655	1081	927	2220	1800	1753	1417	1287	1507	1419	1132	1474	1155
sapp23169	843	83	259	58	298	87	361	88	213	98	296	71	204
sapp23159	874	254	271	465	421	369	267	278	259	352	296	326	343
sapp23163	5263	833	680	1319	1122	1117	922	1043	789	1184	756	1017	704
sapp23173	4279	146	101	225	166	166	149	158	189	244	138	252	150
sapp23174	555	0	0	0	0	0	0	0	0	0	0	0	0
sapp23172	1506	321	254	642	439	499	292	465	423	501	267	433	305
sapp23158	306	16	2	15	4	6	0	26	20	5	2	12	2
sapp23167	1224	0	0	11	4	7	0	2	2	5	2	1	3
sapp23166	864	0	0	3	0	2	0	2	2	3	1	4	1
sapp54206	1894	103	165	138	234	123	180	115	247	166	304	124	323
sapp54208	342	3	0	2	0	3	1	1	0	3	0	1	0
sapp54207	360	51	0	55	0	55	2	18	5	47	2	29	0
sapp54205	483	0	0	0	0	0	0	0	0	0	0	0	0
sapp54204	276	0	0	0	0	0	0	0	0	0	0	0	0
sapp53512	228	1	2	5	1	5	0	2	4	4	2	15	2
sapp53188	2338	179	145	183	157	237	177	177	165	213	244	179	184
sapp53187	1509	0	0	0	1	0	0	0	0	1	0	0	1
sapp53190	1551	30	16	19	5	21	17	49	12	33	16	48	49
sapp53186	630	0	0	0	0	0	0	0	0	0	0	0	0
sapp53185	651	0	0	0	0	0	0	0	0	0	0	0	0
sapp48028	2047	48	58	79	115	58	83	152	236	159	193	188	179
sapp48029	941	2	1	6	2	1	3	7	1	17	10	9	6
sapp48026	459	0	0	0	2	0	0	0	0	1	1	0	0
sapp48031	4667	354	92	516	190	414	185	413	179	382	161	385	147
sapp48039	279	0	0	0	0	0	0	0	0	0	0	0	0
sapp48033	2980	774	266	1288	509	1033	467	699	375	940	339	1024	306
sapp48037	1398	0	0	0	0	0	0	0	0	0	0	0	0
sapp48032	424	0	0	0	0	0	0	0	0	0	0	0	0
sapp48040	204	0	0	0	0	0	0	0	0	0	0	0	0
sapp48802	1030	0	0	0	0	0	0	0	0	0	0	0	0
sapp48797	4448	52	41	51	51	41	78	10	8	17	17	29	24
sapp48798	516	0	0	0	0	0	0	0	0	0	0	0	0
sapp48799	231	0	0	0	0	0	0	0	0	0	0	0	0
sapp48808	3256	433	304	620	350	611	386	552	365	847	605	477	386
sapp48806	591	0	0	0	0	0	0	0	0	0	0	0	0
sapp48810	438	0	0	0	0	0	0	0	0	0	0	0	0
sapp48805	384	0	0	0	0	0	0	0	0	0	0	0	0
sapp55518	885	0	0	0	0	0	0	0	0	0	0	0	0
sapp55253	1977	2	4	0	1	2	6	5	3	7	5	6	5
sapp50232	1821	2	1	6	0	2	2	1	2	0	0	2	0
sapp50245	666	2	0	10	1	9	2	5	2	5	1	13	3
sapp50237	635	254	213	375	416	288	265	264	238	261	277	305	276
sapp50236	1263	704	99	1019	150	804	321	930	237	1220	115	855	313
sapp50220	3531	73	24	220	59	145	44	91	32	120	33	111	32
sapp50246	2817	1	1	4	9	17	41	17	39	39	72	30	59
sapp50243	774	14	13	7	16	17	19	15	36	25	27	13	45
sapp50222	157	7	4	4	7	6	6	2	4	3	2	9	11
sapp50222	706	6	13	9	25	13	15	10	21	10	16	19	19
sapp50222	634	0	0	0	0	0	0	0	0	0	0	0	0
sapp50224	408	7	9	11	20	8	10	4	9	10	5	13	16
sapp50218	2045	1166	933	1562	1589	1292	1410	654	688	864	515	1306	1087
sapp50239	411	0	0	0	0	0	0	0	0	0	0	0	0
sapp50239	772	11	2	28	0	10	3	16	4	20	2	15	1
sapp50239	676	12	2	20	0	11	3	19	2	20	1	12	0
sapp50225	3016	872	536	1046	1171	704	479	568	307	657	286	923	336
sapp50238	822	51	51	73	110	80	55	56	86	61	63	72	79
sapp50238	182	1	0	6	5	3	3	1	3	3	3	4	4
sapp50238	901	348	484	585	700	609	454	538	595	622	525	597	737
sapp50228	2865	181	130	213	189	192	226	156	230	188	221	143	177
sapp50216	6329	824	887	1124	1259	1200	1129	1204	1359	1291	1334	1149	1423
sapp50221	5555	221	101	442	171	345	210	819	248	614	154	514	156
sapp50233	4346	113	64	173	122	133	118	161	105	143	105	141	103
sapp50231	1593	0	0	1	0	0	0	0	0	0	2	0	1
sapp50241	61	0	1	1	0	1	0	1	2	1	6	0	7
sapp50241	1019	33	66	47	123	44	169	110	536	209	689	121	487
sapp50241	70	3	2	1	5	0	4	52	224	73	330	61	251
sapp50215	405	1	1	4	1	0	1	1	2	5	3	3	1
sapp50229	660	0	0	0	1	0	1	0	0	0	0	0	0
sapp50230	198	0	0	0	0	0	0	0	0	0	0	0	0
sapp49453	1263	0	0	0	0	0	0	0	0	0	0	0	0
sapp49455	432	0	0	0	0	0	0	0	0	0	0	0	0
sapp49454	306	0	0	0	0	0	0	0	0	0	0	0	0
sapp49462	2381	199	179	190	150	191	403	306	273	174	155	267	162
sapp49460	5264	1502	1321	2766	2332	2221	1424	2070	1571	2896	1242	2144	1668
sapp49459	768	79	26	118	37	121	61	71	34	0	0	0	0
sapp49465	288	0	0	0	0	0	0	0	0	0	0	0	0
sapp49162	699	0	0	0	0	0	0	0	0	0	0	0	0
sapp49164	2547	119	24	149	71	130	38	100	118	122	82	232	148
sapp49160	372	0	0	0	0	1	0	0	0	0	0	0	0
sapp49161	228	0	0	0	0	0	0	0	0	0	0	0	0
sapp49171	1239	3	0	1	0	2	1	5	1	4	2	4	1
sapp49166	8350	1114	682	2440	1229	1647	1014	2342	935	2251	479	2236	1435
sapp49176	3381	1	0	81	19	55	0	33	64	75	122	63	96
sapp49181	225	0	0	0	0	0	0	0	0	0	0	0	0
sapp49182	456	0	0	0	0	0	0	0	0	0	0	0	0
sapp49172	1899	0	0	0	0	0	0	1	0	1	0	3	0
sapp49180	498	0	0	0	0	0	0	0	0	0	0	0	0
sapp49180	556	0	0	0	0	0	0	0	0	0	0	0	0
sapp49180	1256	0	0	0	0	0	0	0	0	0	0	0	0
sapp49180	3316	1	0	3	0	3	0	19	24	38	31	28	32
sapp49180	2415	0	0	0	0	0	0	0	0	0	0	0	0
sapp49180	122	0	0	0	0	0	0	0	0	0	0	0	0
sapp49183	9146	3	3	33	21	43	9	87	133	165	111	150	130
sapp49170	911	0	0	0	0	0	0	0	0	0	0	0	0
sapp49175	1068	0	0	48	0	24	0	35	2	18	2	8	0
sapp49174	366	0	0	0	0	0	0	0	0	0	0	0	0
sapp49178	978	1	0	1	1	0	0	4	1	2	6	5	6
sapp49169	484	4	2	6	3	10	5	2	2	2	3	4	4
sapp55723	2921	0	0	0	0	0	0	0	2	0	0	0	0
sapp55623	2355	1	0	0	0	0	0	0	1	0	0	0	0
sapp01686	507	0	0	0	2	0	0	0	0	0	0	0	0
sapp01687	818	0	0	0	0	0	0	0	0	0	0	0	0
sapp01687	591	0	0	0	0	0	0	0	0	0	0	0	0
sapp01687	593	61	48	81	65	51	50	60	58	54	24	74	35
sapp01691	372	0	0	0	0	0	0	0	0	0	0	0	0
sapp01692	919	2	1	0	7	6	3	4	8	7	17	5	28
sapp01690	384	0	0	0	0	0	0	0	0	0	0	0	0
sapp01694	288	0	0	0	0	0	0	28	39	17	23	1	3
sapp01695	1206	0	0	0	0	0	0	10	9	5	4	0	0
sapp01698	552	0	0	0	0	0	2	0	0	0	1	1	0
sapp01697	387	0	0	0	0	0	0	0	0	0	0	0	0
sapp01702	198	0	0	0	0	0	0	0	0	0	0	0	0
sapp01701	2322	0	0	0	0	0	0	0	0	0	0	0	0
sapp01701	1981	109	86	113	153	67	123	101	143	97	185	128	133
sapp01701	2247	0	0	0	0	0	0	0	0	0	0	0	0
sapp01703	291	0	0	0	0	0	0	0	0	0	0	0	0
sapp01699	456	0	0	0	0	0	0	0	0	0	0	0	0
sapp01705	1212	0	0	0	0	0	0	0	0	0	0	0	0
sapp01704	309	0	0	0	0	0	0	0	0	0	0	0	0
sapp01710	336	0	0	0	0	0	0	0	0	0	0	0	0
sapp01709	301	0	0	0	0	0	0	0	0	0	0	0	0
sapp01708	297	0	0	0	0	0	0	0	0	0	0	0	0
sapp01711	702	1	0	0	0	0	0	0	0	0	0	0	0
sapp01717	819	0	0	0	0	0	0	1	4	0	0	6	3
sapp01714	885	0	0	0	0	0	0	3	2	0	0	15	15
sapp01715	666	0	0	0	0	0	0	15	32	3	2	89	108
sapp01722	720	0	0	0	0	0	0	0	0	0	0	0	0
sapp01720	645	0	0	0	0	0	0	0	0	0	0	0	0
sapp01719	246	0	0	0	0	0	0	0	0	0	0	0	0
sapp01719	978	0	0	0	0	0	0	0	0	0	0	0	0
sapp01730	549	0	0	0	0	0	0	0	0	0	0	0	0
sapp01732	348	18	21	39	23	33	16	23	16	45	13	18	7
sapp01733	2704	1037	879	1382	1495	1291	1097	1040	961	1156	903	1266	957
sapp01743	1092	197	144	266	250	195	191	202	171	214	196	225	154
sapp01737	912	323	266	424	399	356	309	334	302	331	300	357	266
sapp01746	207	0	0	0	0	0	0	0	0	0	0	0	0
sapp01748	213	0	0	0	0	0	0	0	0	0	0	0	0
sapp01741	351	0	1	0	1	0	0	0	0	1	2	0	0
sapp01742	294	0	1	0	1	1	0	2	1	1	0	0	2
sapp01752	893	0	0	0	0	0	0	0	0	0	0	0	0
sapp01751	467	0	0	0	0	0	0	0	0	0	0	0	0
sapp01754	880	0	0	0	0	0	0	0	0	0	0	0	0
sapp01764	414	0	0	0	0	0	0	0	0	0	0	0	0
sapp01755	255	0	0	0	0	0	0	0	0	0	0	0	0
sapp01760	300	0	0	0	0	0	0	0	0	0	0	0	0
sapp01763	405	0	0	0	0	0	0	0	0	0	0	0	0
sapp01758	621	0	1	0	0	1	0	0	0	0	0	0	0
sapp01757	366	0	0	0	0	0	0	0	0	0	0	0	0
sapp01766	1368	0	0	0	0	0	0	0	0	0	0	0	0
sapp01767	859	1	0	0	0	0	0	0	0	0	0	0	0
sapp01768	2187	151	346	168	564	180	493	148	219	215	162	154	229
sapp01772	348	0	0	0	0	0	0	0	0	0	0	0	0
sapp01770	1675	119	94	279	161	206	126	127	54	142	90	95	41
sapp01774	966	0	0	0	0	0	0	0	0	0	0	0	0
sapp01771	297	0	0	4	0	3	0	0	0	1	0	0	0
sapp01775	1540	46	4	86	3	58	8	45	6	59	14	39	4
sapp01777	3274	1729	846	2631	1451	2331	1325	1843	1017	1858	921	2091	1008
sapp01785	1356	277	522	340	693	335	589	360	876	482	725	363	639
sapp01789	1620	225	397	286	662	341	459	278	791	394	657	336	569
sapp01797	1518	2	0	0	6	1	1	0	1	2	0	0	0
sapp01783	525	25	8	71	14	48	16	80	44	66	28	73	20
sapp01800	513	0	0	1	0	1	0	4	3	8	1	2	3
sapp01792	1405	0	0	0	0	0	0	0	0	0	0	0	0
sapp01794	999	52	58	110	101	79	80	66	96	83	98	67	84
sapp01801	949	0	2	0	2	0	0	0	1	0	1	0	1
sapp01796	1038	0	4	118	32	81	52	2	2	4	2	5	3
sapp01799	519	62	66	67	131	79	57	90	109	125	106	91	134
sapp01798	462	11	20	28	29	19	15	28	18	18	13	24	22
sapp01788	690	12	24	11	31	13	23	13	22	14	20	11	22
sapp01802	150	0	0	0	0	0	0	0	0	0	0	0	0
sapp01825	1996	287	221	517	377	357	236	351	224	357	214	375	258
sapp01808	1935	0	0	0	0	0	0	0	0	0	0	0	0
sapp01820	2490	1	0	1	0	2	1	0	1	1	1	0	2
sapp01816	2508	0	0	0	4	1	1	0	0	0	0	0	0
sapp01804	579	0	0	0	0	0	0	0	0	0	0	0	0
sapp01803	1041	0	0	0	0	0	0	0	0	2	1	2	0
sapp01815	624	0	0	0	0	0	0	0	0	0	0	0	0
sapp01807	231	0	0	0	0	0	0	0	0	0	0	0	0
sapp01821	1575	575	358	1406	663	1468	630	745	431	782	384	749	356
sapp01824	945	0	0	0	0	0	0	0	0	0	0	0	0
sapp01814	444	0	0	0	0	0	0	0	0	3	2	4	0
sapp01823	319	0	0	0	0	0	0	0	0	0	0	0	0
sapp01835	552	0	0	0	0	1	0	0	0	0	0	0	0
sapp01832	492	1	12	8	15	7	5	2	5	2	2	0	2
sapp01836	363	32	47	84	70	69	53	63	52	70	31	47	55
sapp01833	2013	352	424	493	673	379	319	266	204	295	308	388	259
sapp01834	3762	224	238	431	374	324	309	297	268	334	244	290	267
sapp01830	1337	254	506	336	644	295	497	332	468	343	485	310	470
sapp01839	304	0	0	0	0	0	0	0	0	0	0	0	0
sapp01839	2094	89	88	165	146	136	100	145	131	145	156	153	135
sapp01839	753	10	16	24	20	26	14	18	9	20	12	20	22
sapp01845	693	0	0	0	0	0	0	0	0	0	0	0	0
sapp01842	2779	327	1986	184	3291	463	2395	359	4130	1364	4685	602	5050
sapp01843	2673	368	272	578	496	512	330	444	357	489	279	436	273
sapp01841	15	0	0	0	0	0	0	0	0	0	0	0	0
sapp01841	1740	184	107	253	154	205	145	276	163	236	171	259	157
sapp01841	311	22	14	40	8	20	12	37	16	13	19	32	6
sapp01844	203	0	0	0	0	0	0	0	0	0	0	0	0
sapp01847	1148	107	87	195	130	159	120	129	124	181	136	140	96
sapp01849	2253	6329	847	6743	2252	3402	1811	3776	1127	4061	3547	11321	1991
sapp01851	1020	1	0	1	0	0	1	0	0	0	0	0	0
sapp01862	683	43	24	65	35	53	46	36	35	48	40	47	30
sapp01862	230	0	0	1	0	0	0	0	1	0	0	0	0
sapp01862	118	0	0	0	0	0	0	0	0	0	0	0	0
sapp01862	200	0	0	0	0	0	0	0	0	0	0	0	0
sapp01862	1314	19	7	13	13	16	10	9	14	11	11	24	20
sapp01852	480	0	1	0	1	0	1	1	0	0	0	0	0
sapp01857	1313	98	33	152	61	128	59	88	29	57	21	62	31
sapp01854	963	0	0	0	0	0	0	0	0	0	0	0	0
sapp01860	3006	528	287	639	424	634	443	548	341	470	302	511	319
sapp01859	789	0	1	0	0	0	0	0	0	0	0	0	0
sapp01856	2462	614	558	818	813	831	687	834	644	979	706	866	792
sapp01861	1440	0	0	0	0	0	0	0	0	0	0	0	0
sapp01855	558	0	0	0	0	0	0	0	0	0	0	0	0
sapp01864	792	0	0	0	0	0	0	0	0	0	0	0	0
sapp01866	1756	12	0	48	0	37	3	44	4	70	0	17	0
sapp01863	425	54	7	56	14	36	24	27	6	37	12	32	10
sapp01863	77	4	1	4	0	9	3	2	0	4	0	6	0
sapp01863	354	119	14	110	25	99	56	99	39	101	27	110	38
sapp01863	77	26	1	12	1	8	8	16	4	6	2	20	3
sapp01865	864	24	49	14	52	37	67	47	74	70	109	33	99
sapp01870	648	0	0	0	0	0	0	0	0	0	0	0	0
sapp01869	696	0	0	1	0	1	1	0	0	0	0	1	0
sapp01873	540	0	0	0	0	0	0	0	0	0	0	0	0
sapp01872	495	0	0	0	0	0	0	0	0	0	0	0	0
sapp01871	444	0	0	0	0	0	0	0	0	0	0	0	0
sapp01874	1653	0	0	0	0	0	0	0	0	0	0	0	0
sapp01876	153	0	0	0	0	0	0	0	0	0	0	0	0
sapp01876	558	10	4	15	6	14	7	10	7	7	15	9	6
sapp01876	2140	308	146	408	207	348	183	339	179	315	239	410	180
sapp01879	501	0	4	1	6	4	1	1	2	2	0	0	1
sapp55083	713	2	9	1	23	4	5	1	3	3	3	2	2
sapp55084	1381	3	6	4	9	7	1	3	2	1	2	6	14
sapp55084	885	0	0	0	0	0	0	0	0	0	0	0	0
sapp55084	1303	69	38	46	59	75	54	44	54	39	41	62	42
sapp48239	1108	0	0	0	0	0	0	0	0	0	0	0	0
sapp48237	147	0	0	0	0	0	0	0	0	0	0	0	0
sapp48238	408	0	0	0	0	0	0	0	0	0	0	0	0
sapp48241	1524	12	106	12	104	26	124	13	181	69	209	32	163
sapp48241	753	0	0	0	0	0	0	0	0	0	0	0	0
sapp48241	1028	0	0	0	0	0	1	0	0	0	0	0	1
sapp48240	1224	246	73	293	141	264	165	107	43	0	0	134	40
sapp54543	2515	68	44	102	106	115	63	112	139	128	93	127	104
sapp54545	1014	300	160	223	137	226	214	275	237	278	210	387	182
sapp19537	1673	251	174	372	308	304	206	228	186	250	198	294	153
sapp19541	405	0	0	0	0	0	0	0	0	0	0	0	0
sapp19543	1651	104	90	73	69	73	76	90	89	84	67	91	134
sapp19546	489	0	1	1	0	0	2	0	0	0	0	0	0
sapp19544	1044	5	4	0	2	1	2	0	0	0	0	0	0
sapp19545	360	5	1	0	0	2	4	0	0	0	0	0	0
sapp19554	651	0	0	0	0	0	0	0	0	0	0	0	0
sapp19550	462	0	0	0	0	0	0	0	0	0	0	0	0
sapp19551	372	0	0	0	0	0	0	0	0	0	0	0	0
sapp19555	447	0	0	0	0	0	0	0	0	0	0	0	0
sapp19556	462	0	0	0	0	0	0	0	0	0	0	0	0
sapp19558	1021	70	65	118	130	86	65	113	25	92	21	69	20
sapp19559	546	431	291	647	427	484	448	483	332	451	271	493	283
sapp19562	417	0	0	0	0	0	0	125	78	142	105	166	114
sapp19560	1717	50	96	114	178	89	97	54	57	53	60	71	50
sapp19563	1800	0	0	0	0	0	0	6	17	4	28	3	14
sapp19565	2751	0	0	0	0	0	0	0	0	0	0	0	0
sapp19566	684	0	0	0	0	0	0	0	0	0	0	0	0
sapp19567	477	0	0	0	0	0	0	0	0	0	0	0	0
sapp19568	648	0	0	0	0	0	0	0	0	0	0	0	0
sapp19573	315	0	0	3	0	4	0	3	1	4	0	2	0
sapp19570	453	55	45	132	90	107	68	157	77	150	74	194	66
sapp42838	1206	0	0	1	1	0	0	0	1	0	0	0	0
sapp42843	1188	1	0	2	0	3	0	2	0	3	0	1	0
sapp42841	354	4	0	4	2	2	5	5	4	6	5	2	3
sapp42835	1263	0	0	0	0	0	0	0	0	0	0	0	0
sapp42844	2075	89	228	163	275	118	451	33	325	77	455	71	108
sapp42845	731	122	288	188	437	207	336	186	552	306	510	165	466
sapp42840	2027	407	490	479	1084	465	433	495	371	561	522	1227	1570
sapp42837	536	0	0	0	0	0	0	0	0	0	0	0	0
sapp42836	399	1	0	0	0	0	0	1	0	0	0	0	0
sapp42858	1446	0	0	0	0	0	0	1	0	0	0	0	1
sapp42860	1356	2211	1713	3255	2882	2498	1798	2000	1867	2321	2407	2986	1964
sapp42850	708	6	25	3	6	24	23	11	17	7	20	3	23
sapp42861	704	297	710	358	1052	399	790	447	1367	694	1493	486	1180
sapp42856	3021	261	249	451	393	408	323	339	329	387	207	311	238
sapp42857	3001	0	1	0	0	0	0	26	155	85	264	36	154
sapp42859	1311	939	419	1382	752	1078	609	1039	583	1099	607	1061	638
sapp42862	513	0	0	0	0	0	0	0	0	0	0	0	0
sapp42847	3070	220	180	411	348	310	266	262	188	308	177	283	190
sapp42851	1958	155	94	250	191	212	147	153	112	136	95	172	62
sapp42854	2245	397	259	660	452	598	361	501	429	498	328	532	388
sapp42863	5608	291	2518	203	4372	601	3500	537	4414	1679	4769	615	4868
sapp42868	3726	53	209	23	306	61	238	40	302	114	310	51	312
sapp42869	1178	97	18	195	37	105	34	96	39	114	45	149	23
sapp42865	909	189	106	300	183	286	157	228	174	288	114	270	148
sapp42874	861	2187	2733	2755	4835	2504	3243	2401	3310	2575	3858	2799	3761
sapp42871	1824	39	96	99	77	42	86	29	79	67	166	54	84
sapp42875	558	32	131	108	194	68	100	111	117	168	41	30	153
sapp42870	1074	1	0	3	2	1	0	0	1	0	2	0	2
sapp42873	966	20	21	30	14	31	23	32	17	46	20	23	19
sapp42881	2009	335	218	554	615	511	360	408	342	387	459	501	421
sapp42890	2042	0	0	1	0	1	0	152	373	0	0	0	0
sapp42894	896	14	7	20	25	14	11	12	7	9	6	8	4
sapp42888	3044	848	473	1161	671	971	854	1080	665	730	708	1042	521
sapp42891	2437	82	141	132	229	107	143	72	119	101	143	82	93
sapp42891	1581	0	0	0	0	0	0	0	0	0	0	0	0
sapp42891	1701	1	2	5	4	0	1	2	2	0	2	1	1
sapp42883	1586	928	760	1524	1402	1158	1075	961	981	931	908	1015	912
sapp42882	1658	173	19	198	51	262	123	329	52	207	44	176	83
sapp42879	567	36	14	71	23	59	21	48	24	50	22	52	18
sapp42898	2531	251	53	409	104	310	172	269	106	276	86	236	63
sapp42878	639	26	2	36	14	39	19	25	12	36	15	23	11
sapp42876	2674	363	275	289	165	557	340	625	393	570	379	584	461
sapp42887	418	0	0	0	0	0	0	0	0	0	0	0	0
sapp42887	811	10	22	95	27	33	39	17	45	51	94	49	39
sapp42887	976	191	155	392	229	253	252	194	311	319	640	285	333
sapp42895	660	0	0	0	0	0	0	0	0	0	0	0	0
sapp42900	864	0	0	0	0	1	0	0	0	0	0	0	0
sapp42896	1128	1	0	4	2	0	0	0	0	0	0	2	0
sapp42902	1093	0	0	0	0	0	0	0	0	0	0	0	0
sapp42902	2030	1	0	1	1	2	0	5	2	0	0	1	2
sapp42902	928	0	0	0	0	0	0	0	0	0	0	0	0
sapp42902	475	65	36	102	122	71	75	74	90	56	85	121	66
sapp42902	1473	156	177	155	142	113	209	183	218	168	204	196	212
sapp42880	261	0	0	1	0	3	0	1	1	1	1	0	0
sapp42886	1247	89	1	81	1	62	9	30	4	46	7	43	6
sapp42884	919	27	21	38	50	37	42	75	74	44	71	37	31
sapp42885	423	1	0	0	0	4	5	4	2	5	0	2	4
sapp47076	6067	1461	1624	2209	2350	1849	1971	1706	1787	2049	1857	1982	1681
sapp47079	480	0	0	0	0	0	0	0	0	0	0	0	0
sapp47083	1014	172	102	270	182	157	140	184	104	147	95	216	120
sapp47084	4111	984	716	1968	1169	1546	1009	1210	1019	1452	861	1271	957
sapp47095	2052	406	278	611	409	504	418	445	343	475	275	457	232
sapp47095	148	2	2	0	2	1	1	3	8	2	5	3	2
sapp47095	130	0	0	0	2	1	1	1	0	0	0	0	0
sapp47098	1323	466	296	805	459	733	503	539	413	634	449	701	428
sapp47087	495	0	0	0	0	0	0	0	0	0	0	0	0
sapp47100	300	0	0	0	0	0	0	1	0	0	0	2	0
sapp47094	642	0	0	0	0	0	0	0	0	0	0	0	0
sapp47088	90	0	0	0	0	0	0	0	0	0	0	0	0
sapp47088	177	0	0	0	0	0	0	0	0	0	0	0	0
sapp47088	285	0	0	0	0	0	0	0	0	0	0	0	0
sapp47097	276	0	0	0	0	0	0	0	0	0	0	0	0
sapp53087	1405	6	3	3	3	11	1	3	2	8	0	7	2
sapp53089	621	39	2	109	1	68	9	73	5	92	8	95	12
sapp53086	726	5	0	18	1	7	1	7	2	6	2	9	2
sapp55606	387	0	0	0	1	0	0	0	3	0	12	0	24
sapp44131	846	0	1	1	2	0	0	1	8	1	1	3	2
sapp44136	1572	0	0	0	0	0	0	0	0	0	0	0	0
sapp44132	1146	0	0	2	1	3	1	2	2	3	1	4	1
sapp44133	378	0	0	0	0	2	0	0	0	0	0	0	0
sapp44137	1086	0	0	0	0	0	0	0	0	0	0	0	0
sapp44134	624	0	0	0	0	0	0	0	0	0	0	0	0
sapp44138	759	0	0	0	0	0	0	0	0	0	1	0	0
sapp44140	963	0	0	0	0	0	0	0	0	0	0	0	0
sapp44142	591	0	0	0	0	0	0	0	0	0	0	0	0
sapp44141	2447	0	0	0	0	0	0	0	0	0	0	0	0
sapp44139	1794	0	0	0	0	0	0	0	0	0	0	0	0
sapp52956	735	0	0	0	0	0	0	0	0	0	0	0	0
sapp52953	462	0	0	0	0	0	0	0	0	0	0	0	0
sapp52954	351	0	0	0	0	0	0	0	0	0	0	0	0
sapp46343	531	1333	399	1868	850	1693	747	1148	693	1296	752	1612	665
sapp46339	1323	1	0	3	0	3	10	4	5	0	5	0	0
sapp46340	1505	705	253	880	534	773	483	646	400	691	395	925	419
sapp46346	661	14	9	17	20	12	15	25	25	68	25	19	33
sapp46341	680	2485	507	4339	1275	3294	1212	2121	1370	2964	1294	3272	1039
sapp46342	3985	535	325	890	562	732	514	753	411	734	343	718	343
sapp46348	1211	82	14	122	2	119	7	80	9	47	3	50	12
sapp46336	219	0	0	0	0	0	0	0	0	0	0	0	0
sapp46336	1202	18	16	61	14	32	9	61	56	60	10	55	10
sapp46336	323	11	0	1	1	4	0	1	4	13	0	7	0
sapp46345	1568	94	24	122	23	93	26	88	56	116	43	96	51
sapp46337	2715	1753	934	3139	1595	2767	1404	2171	1242	2173	1082	2192	1038
sapp46347	927	68	15	225	16	145	23	132	40	130	24	142	43
sapp46335	1724	0	4	142	241	63	3	23	53	37	39	31	45
sapp46349	697	0	1	1	3	0	0	0	0	1	1	1	0
sapp46353	2526	810	866	1263	1166	941	1293	1223	828	1080	923	1235	702
sapp46352	1472	372	7244	1147	10805	898	6249	1604	8962	4045	4229	618	9362
sapp46356	2044	1756	922	2316	1964	2184	1477	1729	1180	1750	1265	2264	1395
sapp46358	663	57	28	84	19	52	28	44	24	46	26	56	31
sapp46359	1796	46	5	73	24	67	16	56	16	84	9	36	25
sapp46357	2068	1140	952	1752	1500	1381	1283	1580	1123	1587	1070	1478	1125
sapp46350	1140	63	60	124	80	76	102	78	47	103	95	85	70
sapp46365	240	848	1109	1895	1033	1624	1123	1536	702	1456	475	1083	684
sapp46371	6151	349	289	859	474	572	516	566	343	550	186	502	274
sapp46376	1379	294	15	528	17	267	38	160	23	208	34	324	26
sapp46377	2011	98	41	116	91	96	70	146	72	161	59	137	49
sapp46361	817	2230	2568	2602	3954	2511	3381	1682	2804	2016	3316	2391	2584
sapp46368	1266	97	6	211	8	176	20	137	8	177	10	104	17
sapp46373	2445	843	3206	657	4344	1328	4189	1354	6380	2923	7566	1534	6129
sapp46378	312	8	0	13	0	32	0	9	2	37	3	14	1
